datetime,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,count,year,month,hour,weekday,windspeed_mapped,humidity_mapped,log_count
2011-01-02 12:00:00,0,0,2,14.76,66,19.9995,20,73,93,2011,1,12,6,17.835082205438066,67.82054533925174,4.543294782270004
2011-01-02 13:00:00,0,0,2,14.76,66,8.9981,11,64,75,2011,1,13,6,9.311776703768796,67.82054533925174,4.330733340286331
2011-01-02 14:00:00,0,0,3,14.76,76,12.998,4,55,59,2011,1,14,6,9.311776703768796,76.74455040871935,4.0943445622221
2011-01-02 15:00:00,0,0,3,13.94,81,11.0014,19,55,74,2011,1,15,6,9.311776703768796,76.74455040871935,4.31748811353631
2011-01-02 16:00:00,0,0,3,13.94,71,11.0014,9,67,76,2011,1,16,6,9.311776703768796,67.82054533925174,4.343805421853684
2011-01-02 17:00:00,0,0,1,13.94,57,12.998,7,58,65,2011,1,17,6,9.311776703768796,58.7593984962406,4.189654742026425
2011-01-02 18:00:00,0,0,2,14.76,46,22.0028,10,43,53,2011,1,18,6,17.835082205438066,49.54785478547855,3.9889840465642745
2011-01-02 19:00:00,0,0,1,13.12,42,30.0026,1,29,30,2011,1,19,6,26.802802908277403,40.21339220014717,3.4339872044851463
2011-01-02 20:00:00,0,0,1,12.3,39,23.9994,5,17,22,2011,1,20,6,26.802802908277403,40.21339220014717,3.1354942159291497
2011-01-02 21:00:00,0,0,1,10.66,44,22.0028,11,20,31,2011,1,21,6,17.835082205438066,40.21339220014717,3.4657359027997265
2011-01-02 22:00:00,0,0,1,9.84,44,19.9995,0,9,9,2011,1,22,6,17.835082205438066,40.21339220014717,2.302585092994046
2011-01-02 23:00:00,0,0,1,9.02,47,11.0014,0,8,8,2011,1,23,6,9.311776703768796,49.54785478547855,2.1972245773362196
2011-01-03 00:00:00,0,1,1,9.02,44,23.9994,0,5,5,2011,1,0,0,26.802802908277403,40.21339220014717,1.791759469228055
2011-01-03 01:00:00,0,1,1,8.2,44,27.9993,0,2,2,2011,1,1,0,26.802802908277403,40.21339220014717,1.0986122886681098
2011-01-03 04:00:00,0,1,1,6.56,47,26.0027,0,1,1,2011,1,4,0,26.802802908277403,49.54785478547855,0.6931471805599453
2011-01-03 05:00:00,0,1,1,6.56,47,19.0012,0,3,3,2011,1,5,0,17.835082205438066,49.54785478547855,1.3862943611198906
2011-01-03 06:00:00,0,1,1,5.74,50,26.0027,0,30,30,2011,1,6,0,26.802802908277403,49.54785478547855,3.4339872044851463
2011-01-03 07:00:00,0,1,1,5.74,50,12.998,1,63,64,2011,1,7,0,9.311776703768796,49.54785478547855,4.174387269895637
2011-01-03 08:00:00,0,1,1,5.74,50,19.0012,1,153,154,2011,1,8,0,17.835082205438066,49.54785478547855,5.043425116919247
2011-01-03 09:00:00,0,1,1,6.56,43,26.0027,7,81,88,2011,1,9,0,26.802802908277403,40.21339220014717,4.48863636973214
2011-01-03 10:00:00,0,1,1,7.38,43,16.9979,11,33,44,2011,1,10,0,17.835082205438066,40.21339220014717,3.8066624897703196
2011-01-03 11:00:00,0,1,1,8.2,40,22.0028,10,41,51,2011,1,11,0,17.835082205438066,40.21339220014717,3.9512437185814275
2011-01-03 12:00:00,0,1,1,9.02,35,19.9995,13,48,61,2011,1,12,0,17.835082205438066,31.60029282576867,4.127134385045092
2011-01-03 13:00:00,0,1,1,9.84,35,19.0012,8,53,61,2011,1,13,0,17.835082205438066,31.60029282576867,4.127134385045092
2011-01-03 14:00:00,0,1,1,10.66,30,19.0012,11,66,77,2011,1,14,0,17.835082205438066,31.60029282576867,4.356708826689592
2011-01-03 15:00:00,0,1,1,10.66,30,16.9979,14,58,72,2011,1,15,0,17.835082205438066,31.60029282576867,4.290459441148391
2011-01-03 16:00:00,0,1,1,10.66,30,16.9979,9,67,76,2011,1,16,0,17.835082205438066,31.60029282576867,4.343805421853684
2011-01-03 17:00:00,0,1,1,9.84,30,15.0013,11,146,157,2011,1,17,0,17.835082205438066,31.60029282576867,5.062595033026967
2011-01-03 18:00:00,0,1,1,9.84,32,7.0015,9,148,157,2011,1,18,0,9.311776703768796,31.60029282576867,5.062595033026967
2011-01-03 19:00:00,0,1,1,8.2,47,0.0,8,102,110,2011,1,19,0,0.0,49.54785478547855,4.709530201312334
2011-01-03 20:00:00,0,1,1,8.2,47,7.0015,3,49,52,2011,1,20,0,9.311776703768796,49.54785478547855,3.970291913552122
2011-01-03 21:00:00,0,1,1,7.38,64,8.9981,3,49,52,2011,1,21,0,9.311776703768796,67.82054533925174,3.970291913552122
2011-01-03 22:00:00,0,1,1,5.74,69,8.9981,0,20,20,2011,1,22,0,9.311776703768796,67.82054533925174,3.044522437723423
2011-01-03 23:00:00,0,1,1,7.38,55,7.0015,1,11,12,2011,1,23,0,9.311776703768796,58.7593984962406,2.5649493574615367
2011-01-04 00:00:00,0,1,1,6.56,55,7.0015,0,5,5,2011,1,0,1,9.311776703768796,58.7593984962406,1.791759469228055
2011-01-04 01:00:00,0,1,1,6.56,59,7.0015,0,2,2,2011,1,1,1,9.311776703768796,58.7593984962406,1.0986122886681098
2011-01-04 02:00:00,0,1,1,5.74,63,8.9981,0,1,1,2011,1,2,1,9.311776703768796,58.7593984962406,0.6931471805599453
2011-01-04 04:00:00,0,1,1,5.74,63,6.0032,0,2,2,2011,1,4,1,9.311776703768796,58.7593984962406,1.0986122886681098
2011-01-04 05:00:00,0,1,1,4.92,68,7.0015,0,4,4,2011,1,5,1,9.311776703768796,67.82054533925174,1.6094379124341003
2011-01-04 06:00:00,0,1,1,4.92,74,7.0015,0,36,36,2011,1,6,1,9.311776703768796,76.74455040871935,3.6109179126442243
2011-01-04 07:00:00,0,1,1,4.92,74,8.9981,2,92,94,2011,1,7,1,9.311776703768796,76.74455040871935,4.553876891600541
2011-01-04 08:00:00,0,1,1,5.74,69,11.0014,2,177,179,2011,1,8,1,9.311776703768796,67.82054533925174,5.19295685089021
2011-01-04 09:00:00,0,1,1,6.56,64,15.0013,2,98,100,2011,1,9,1,17.835082205438066,67.82054533925174,4.61512051684126
2011-01-04 10:00:00,0,1,2,6.56,69,22.0028,5,37,42,2011,1,10,1,17.835082205438066,67.82054533925174,3.7612001156935624
2011-01-04 11:00:00,0,1,1,9.02,51,19.9995,7,50,57,2011,1,11,1,17.835082205438066,49.54785478547855,4.060443010546419
2011-01-04 12:00:00,0,1,1,9.02,51,11.0014,12,66,78,2011,1,12,1,9.311776703768796,49.54785478547855,4.3694478524670215
2011-01-04 13:00:00,0,1,1,9.84,56,12.998,18,79,97,2011,1,13,1,9.311776703768796,58.7593984962406,4.584967478670572
2011-01-04 14:00:00,0,1,1,10.66,52,15.0013,9,54,63,2011,1,14,1,17.835082205438066,49.54785478547855,4.1588830833596715
2011-01-04 15:00:00,0,1,1,11.48,52,16.9979,17,48,65,2011,1,15,1,17.835082205438066,49.54785478547855,4.189654742026425
2011-01-04 16:00:00,0,1,1,12.3,49,16.9979,15,68,83,2011,1,16,1,17.835082205438066,49.54785478547855,4.430816798843313
2011-01-04 17:00:00,0,1,1,11.48,48,15.0013,10,202,212,2011,1,17,1,17.835082205438066,49.54785478547855,5.3612921657094255
2011-01-04 18:00:00,0,1,1,10.66,48,12.998,3,179,182,2011,1,18,1,9.311776703768796,49.54785478547855,5.209486152841421
2011-01-04 19:00:00,0,1,1,9.84,48,7.0015,2,110,112,2011,1,19,1,9.311776703768796,49.54785478547855,4.727387818712341
2011-01-04 20:00:00,0,1,1,9.84,48,7.0015,1,53,54,2011,1,20,1,9.311776703768796,49.54785478547855,4.007333185232471
2011-01-04 21:00:00,0,1,1,9.02,64,0.0,0,48,48,2011,1,21,1,0.0,67.82054533925174,3.8918202981106265
2011-01-04 22:00:00,0,1,1,9.02,64,6.0032,1,34,35,2011,1,22,1,9.311776703768796,67.82054533925174,3.58351893845611
2011-01-04 23:00:00,0,1,1,8.2,69,6.0032,2,9,11,2011,1,23,1,9.311776703768796,67.82054533925174,2.4849066497880004
2011-01-05 00:00:00,0,1,1,8.2,64,0.0,0,6,6,2011,1,0,2,0.0,67.82054533925174,1.9459101490553132
2011-01-05 01:00:00,0,1,1,6.56,74,6.0032,0,6,6,2011,1,1,2,9.311776703768796,76.74455040871935,1.9459101490553132
2011-01-05 02:00:00,0,1,1,6.56,74,6.0032,0,2,2,2011,1,2,2,9.311776703768796,76.74455040871935,1.0986122886681098
2011-01-05 04:00:00,0,1,1,9.84,48,15.0013,0,2,2,2011,1,4,2,17.835082205438066,49.54785478547855,1.0986122886681098
2011-01-05 05:00:00,0,1,1,9.02,47,11.0014,0,3,3,2011,1,5,2,9.311776703768796,49.54785478547855,1.3862943611198906
2011-01-05 06:00:00,0,1,1,8.2,47,15.0013,0,33,33,2011,1,6,2,17.835082205438066,49.54785478547855,3.5263605246161616
2011-01-05 07:00:00,0,1,1,7.38,43,12.998,1,87,88,2011,1,7,2,9.311776703768796,40.21339220014717,4.48863636973214
2011-01-05 08:00:00,0,1,1,8.2,40,19.9995,3,192,195,2011,1,8,2,17.835082205438066,40.21339220014717,5.278114659230517
2011-01-05 09:00:00,0,1,1,9.02,37,22.0028,6,109,115,2011,1,9,2,17.835082205438066,40.21339220014717,4.7535901911063645
2011-01-05 10:00:00,0,1,1,9.02,37,22.0028,4,53,57,2011,1,10,2,17.835082205438066,40.21339220014717,4.060443010546419
2011-01-05 11:00:00,0,1,1,10.66,33,22.0028,12,34,46,2011,1,11,2,17.835082205438066,31.60029282576867,3.8501476017100584
2011-01-05 12:00:00,0,1,1,10.66,33,22.0028,5,74,79,2011,1,12,2,17.835082205438066,31.60029282576867,4.382026634673881
2011-01-05 13:00:00,0,1,1,11.48,30,19.9995,6,65,71,2011,1,13,2,17.835082205438066,31.60029282576867,4.276666119016055
2011-01-05 14:00:00,0,1,1,12.3,28,12.998,10,52,62,2011,1,14,2,9.311776703768796,31.60029282576867,4.143134726391533
2011-01-05 15:00:00,0,1,1,12.3,28,12.998,7,55,62,2011,1,15,2,9.311776703768796,31.60029282576867,4.143134726391533
2011-01-05 16:00:00,0,1,1,12.3,28,6.0032,4,85,89,2011,1,16,2,9.311776703768796,31.60029282576867,4.499809670330265
2011-01-05 17:00:00,0,1,1,9.84,38,12.998,4,186,190,2011,1,17,2,9.311776703768796,40.21339220014717,5.25227342804663
2011-01-05 18:00:00,0,1,1,9.84,38,8.9981,3,166,169,2011,1,18,2,9.311776703768796,40.21339220014717,5.135798437050262
2011-01-05 19:00:00,0,1,1,9.84,38,7.0015,5,127,132,2011,1,19,2,9.311776703768796,40.21339220014717,4.890349128221754
2011-01-05 20:00:00,0,1,1,9.02,47,11.0014,7,82,89,2011,1,20,2,9.311776703768796,49.54785478547855,4.499809670330265
2011-01-05 21:00:00,0,1,1,8.2,51,12.998,3,40,43,2011,1,21,2,9.311776703768796,49.54785478547855,3.784189633918261
2011-01-05 22:00:00,0,1,1,7.38,55,8.9981,1,41,42,2011,1,22,2,9.311776703768796,58.7593984962406,3.7612001156935624
2011-01-05 23:00:00,0,1,1,8.2,47,0.0,1,18,19,2011,1,23,2,0.0,49.54785478547855,2.995732273553991
2011-01-06 00:00:00,0,1,1,7.38,55,0.0,0,11,11,2011,1,0,3,0.0,58.7593984962406,2.4849066497880004
2011-01-06 01:00:00,0,1,1,6.56,64,0.0,0,4,4,2011,1,1,3,0.0,67.82054533925174,1.6094379124341003
2011-01-06 02:00:00,0,1,1,6.56,64,0.0,0,2,2,2011,1,2,3,0.0,67.82054533925174,1.0986122886681098
2011-01-06 04:00:00,0,1,2,6.56,64,6.0032,0,1,1,2011,1,4,3,9.311776703768796,67.82054533925174,0.6931471805599453
2011-01-06 05:00:00,0,1,2,5.74,69,6.0032,0,4,4,2011,1,5,3,9.311776703768796,67.82054533925174,1.6094379124341003
2011-01-06 06:00:00,0,1,2,5.74,63,7.0015,0,36,36,2011,1,6,3,9.311776703768796,58.7593984962406,3.6109179126442243
2011-01-06 07:00:00,0,1,2,6.56,59,0.0,0,95,95,2011,1,7,3,0.0,58.7593984962406,4.564348191467836
2011-01-06 08:00:00,0,1,1,6.56,59,0.0,3,216,219,2011,1,8,3,0.0,58.7593984962406,5.393627546352362
2011-01-06 09:00:00,0,1,2,7.38,51,0.0,6,116,122,2011,1,9,3,0.0,49.54785478547855,4.812184355372417
2011-01-06 10:00:00,0,1,1,8.2,47,0.0,3,42,45,2011,1,10,3,0.0,49.54785478547855,3.828641396489095
2011-01-06 11:00:00,0,1,1,9.02,44,6.0032,2,57,59,2011,1,11,3,9.311776703768796,40.21339220014717,4.0943445622221
2011-01-06 12:00:00,0,1,1,10.66,35,0.0,6,78,84,2011,1,12,3,0.0,31.60029282576867,4.442651256490317
2011-01-06 13:00:00,0,1,1,10.66,35,7.0015,12,55,67,2011,1,13,3,9.311776703768796,31.60029282576867,4.219507705176107
2011-01-06 14:00:00,0,1,1,11.48,36,11.0014,11,59,70,2011,1,14,3,9.311776703768796,40.21339220014717,4.2626798770413155
2011-01-06 15:00:00,0,1,1,11.48,36,0.0,8,54,62,2011,1,15,3,0.0,40.21339220014717,4.143134726391533
2011-01-06 16:00:00,0,1,1,10.66,38,11.0014,12,74,86,2011,1,16,3,9.311776703768796,40.21339220014717,4.465908118654584
2011-01-06 17:00:00,0,1,1,9.02,51,11.0014,9,163,172,2011,1,17,3,9.311776703768796,49.54785478547855,5.153291594497779
2011-01-06 18:00:00,0,1,1,9.02,51,8.9981,5,158,163,2011,1,18,3,9.311776703768796,49.54785478547855,5.099866427824199
2011-01-06 19:00:00,0,1,1,9.02,55,6.0032,3,109,112,2011,1,19,3,9.311776703768796,58.7593984962406,4.727387818712341
2011-01-06 20:00:00,0,1,1,8.2,51,11.0014,3,66,69,2011,1,20,3,9.311776703768796,49.54785478547855,4.248495242049359
2011-01-06 21:00:00,0,1,2,9.02,55,15.0013,0,48,48,2011,1,21,3,17.835082205438066,58.7593984962406,3.8918202981106265
2011-01-06 22:00:00,0,1,2,9.02,51,19.0012,1,51,52,2011,1,22,3,17.835082205438066,49.54785478547855,3.970291913552122
2011-01-06 23:00:00,0,1,2,8.2,59,12.998,4,19,23,2011,1,23,3,9.311776703768796,58.7593984962406,3.1780538303479458
2011-01-07 00:00:00,0,1,2,8.2,64,12.998,4,13,17,2011,1,0,4,9.311776703768796,67.82054533925174,2.8903717578961645
2011-01-07 01:00:00,0,1,2,8.2,69,15.0013,2,5,7,2011,1,1,4,17.835082205438066,67.82054533925174,2.0794415416798357
2011-01-07 02:00:00,0,1,2,8.2,69,15.0013,0,1,1,2011,1,2,4,17.835082205438066,67.82054533925174,0.6931471805599453
2011-01-07 04:00:00,0,1,2,8.2,69,8.9981,0,1,1,2011,1,4,4,9.311776703768796,67.82054533925174,0.6931471805599453
2011-01-07 05:00:00,0,1,3,9.02,55,0.0,0,5,5,2011,1,5,4,0.0,58.7593984962406,1.791759469228055
2011-01-07 06:00:00,0,1,2,8.2,69,0.0,8,26,34,2011,1,6,4,0.0,67.82054533925174,3.5553480614894135
2011-01-07 07:00:00,0,1,1,8.2,69,8.9981,8,76,84,2011,1,7,4,9.311776703768796,67.82054533925174,4.442651256490317
2011-01-07 08:00:00,0,1,1,8.2,51,16.9979,20,190,210,2011,1,8,4,17.835082205438066,49.54785478547855,5.351858133476067
2011-01-07 09:00:00,0,1,1,8.2,47,19.9995,9,125,134,2011,1,9,4,17.835082205438066,49.54785478547855,4.90527477843843
2011-01-07 10:00:00,0,1,1,9.02,37,22.0028,16,47,63,2011,1,10,4,17.835082205438066,40.21339220014717,4.1588830833596715
2011-01-07 11:00:00,0,1,2,8.2,40,15.0013,19,48,67,2011,1,11,4,17.835082205438066,40.21339220014717,4.219507705176107
2011-01-07 12:00:00,0,1,2,8.2,37,16.9979,9,50,59,2011,1,12,4,17.835082205438066,40.21339220014717,4.0943445622221
2011-01-07 13:00:00,0,1,2,8.2,37,19.0012,9,64,73,2011,1,13,4,17.835082205438066,40.21339220014717,4.30406509320417
2011-01-07 14:00:00,0,1,2,8.2,40,16.9979,7,43,50,2011,1,14,4,17.835082205438066,40.21339220014717,3.9318256327243257
2011-01-07 15:00:00,0,1,2,8.2,37,11.0014,9,63,72,2011,1,15,4,9.311776703768796,40.21339220014717,4.290459441148391
2011-01-07 16:00:00,0,1,2,8.2,37,11.0014,5,82,87,2011,1,16,4,9.311776703768796,40.21339220014717,4.477336814478207
2011-01-07 17:00:00,0,1,2,8.2,37,0.0,9,178,187,2011,1,17,4,0.0,40.21339220014717,5.236441962829949
2011-01-07 18:00:00,0,1,1,8.2,40,6.0032,7,116,123,2011,1,18,4,9.311776703768796,40.21339220014717,4.820281565605037
2011-01-07 19:00:00,0,1,1,6.56,55,6.0032,3,92,95,2011,1,19,4,9.311776703768796,58.7593984962406,4.564348191467836
2011-01-07 20:00:00,0,1,1,7.38,47,7.0015,1,50,51,2011,1,20,4,9.311776703768796,49.54785478547855,3.9512437185814275
2011-01-07 21:00:00,0,1,1,7.38,47,8.9981,0,39,39,2011,1,21,4,9.311776703768796,49.54785478547855,3.6888794541139363
2011-01-07 22:00:00,0,1,2,7.38,43,11.0014,2,34,36,2011,1,22,4,9.311776703768796,40.21339220014717,3.6109179126442243
2011-01-07 23:00:00,0,1,2,7.38,51,11.0014,1,14,15,2011,1,23,4,9.311776703768796,49.54785478547855,2.772588722239781
2011-01-08 00:00:00,0,0,2,7.38,51,11.0014,1,24,25,2011,1,0,5,9.311776703768796,49.54785478547855,3.258096538021482
2011-01-08 01:00:00,0,0,2,7.38,55,6.0032,1,15,16,2011,1,1,5,9.311776703768796,58.7593984962406,2.833213344056216
2011-01-08 02:00:00,0,0,2,7.38,55,0.0,3,13,16,2011,1,2,5,0.0,58.7593984962406,2.833213344056216
2011-01-08 03:00:00,0,0,3,7.38,55,11.0014,0,7,7,2011,1,3,5,9.311776703768796,58.7593984962406,2.0794415416798357
2011-01-08 04:00:00,0,0,3,7.38,55,11.0014,0,1,1,2011,1,4,5,9.311776703768796,58.7593984962406,0.6931471805599453
2011-01-08 05:00:00,0,0,2,6.56,74,11.0014,0,5,5,2011,1,5,5,9.311776703768796,76.74455040871935,1.791759469228055
2011-01-08 06:00:00,0,0,2,6.56,74,11.0014,0,2,2,2011,1,6,5,9.311776703768796,76.74455040871935,1.0986122886681098
2011-01-08 07:00:00,0,0,2,6.56,74,7.0015,1,8,9,2011,1,7,5,9.311776703768796,76.74455040871935,2.302585092994046
2011-01-08 08:00:00,0,0,3,6.56,93,7.0015,0,15,15,2011,1,8,5,9.311776703768796,94.99853372434018,2.772588722239781
2011-01-08 09:00:00,0,0,3,6.56,93,7.0015,0,20,20,2011,1,9,5,9.311776703768796,94.99853372434018,3.044522437723423
2011-01-08 10:00:00,0,0,2,7.38,80,11.0014,5,56,61,2011,1,10,5,9.311776703768796,76.74455040871935,4.127134385045092
2011-01-08 11:00:00,0,0,2,8.2,69,26.0027,2,60,62,2011,1,11,5,26.802802908277403,67.82054533925174,4.143134726391533
2011-01-08 12:00:00,0,0,2,8.2,59,23.9994,8,90,98,2011,1,12,5,26.802802908277403,58.7593984962406,4.59511985013459
2011-01-08 13:00:00,0,0,1,8.2,44,22.0028,7,95,102,2011,1,13,5,17.835082205438066,40.21339220014717,4.634728988229636
2011-01-08 14:00:00,0,0,1,8.2,32,32.9975,12,83,95,2011,1,14,5,34.93444838709677,31.60029282576867,4.564348191467836
2011-01-08 15:00:00,0,0,1,8.2,32,30.0026,5,69,74,2011,1,15,5,26.802802908277403,31.60029282576867,4.31748811353631
2011-01-08 16:00:00,0,0,1,7.38,29,30.0026,8,68,76,2011,1,16,5,26.802802908277403,31.60029282576867,4.343805421853684
2011-01-08 17:00:00,0,0,1,6.56,37,36.9974,5,64,69,2011,1,17,5,34.93444838709677,40.21339220014717,4.248495242049359
2011-01-08 18:00:00,0,0,1,5.74,39,19.9995,3,52,55,2011,1,18,5,17.835082205438066,40.21339220014717,4.02535169073515
2011-01-08 19:00:00,0,0,1,5.74,36,16.9979,4,26,30,2011,1,19,5,17.835082205438066,40.21339220014717,3.4339872044851463
2011-01-08 20:00:00,0,0,1,4.92,36,16.9979,0,28,28,2011,1,20,5,17.835082205438066,40.21339220014717,3.367295829986474
2011-01-08 21:00:00,0,0,1,4.92,39,23.9994,2,35,37,2011,1,21,5,26.802802908277403,40.21339220014717,3.6375861597263857
2011-01-08 22:00:00,0,0,1,4.92,36,26.0027,1,33,34,2011,1,22,5,26.802802908277403,40.21339220014717,3.5553480614894135
2011-01-08 23:00:00,0,0,1,4.1,39,30.0026,0,22,22,2011,1,23,5,26.802802908277403,40.21339220014717,3.1354942159291497
2011-01-09 00:00:00,0,0,1,4.1,42,26.0027,1,24,25,2011,1,0,6,26.802802908277403,40.21339220014717,3.258096538021482
2011-01-09 01:00:00,0,0,1,4.1,42,31.0009,0,12,12,2011,1,1,6,26.802802908277403,40.21339220014717,2.5649493574615367
2011-01-09 02:00:00,0,0,1,4.1,46,31.0009,0,11,11,2011,1,2,6,26.802802908277403,49.54785478547855,2.4849066497880004
2011-01-09 03:00:00,0,0,1,4.1,46,27.9993,0,4,4,2011,1,3,6,26.802802908277403,49.54785478547855,1.6094379124341003
2011-01-09 04:00:00,0,0,1,3.28,53,12.998,0,1,1,2011,1,4,6,9.311776703768796,49.54785478547855,0.6931471805599453
2011-01-09 05:00:00,0,0,1,3.28,53,12.998,0,1,1,2011,1,5,6,9.311776703768796,49.54785478547855,0.6931471805599453
2011-01-09 06:00:00,0,0,1,4.1,49,19.0012,0,1,1,2011,1,6,6,17.835082205438066,49.54785478547855,0.6931471805599453
2011-01-09 07:00:00,0,0,1,3.28,53,12.998,1,5,6,2011,1,7,6,9.311776703768796,49.54785478547855,1.9459101490553132
2011-01-09 08:00:00,0,0,1,4.1,49,19.0012,0,10,10,2011,1,8,6,17.835082205438066,49.54785478547855,2.3978952727983707
2011-01-09 09:00:00,0,0,1,4.92,46,35.0008,0,19,19,2011,1,9,6,34.93444838709677,49.54785478547855,2.995732273553991
2011-01-09 10:00:00,0,0,1,5.74,43,26.0027,0,49,49,2011,1,10,6,26.802802908277403,40.21339220014717,3.912023005428146
2011-01-09 11:00:00,0,0,1,6.56,40,35.0008,2,47,49,2011,1,11,6,34.93444838709677,40.21339220014717,3.912023005428146
2011-01-09 12:00:00,0,0,1,7.38,37,30.0026,4,79,83,2011,1,12,6,26.802802908277403,40.21339220014717,4.430816798843313
2011-01-09 13:00:00,0,0,1,8.2,34,30.0026,6,69,75,2011,1,13,6,26.802802908277403,31.60029282576867,4.330733340286331
2011-01-09 14:00:00,0,0,1,9.02,32,31.0009,8,64,72,2011,1,14,6,26.802802908277403,31.60029282576867,4.290459441148391
2011-01-09 15:00:00,0,0,1,9.02,35,23.9994,5,77,82,2011,1,15,6,26.802802908277403,31.60029282576867,4.418840607796598
